suite,family,graph_id,graph_seed,density,case,layers,method,compiler_seed,route_mode,selector_reason,native_2q,cx,depth,twoq_depth,duration_us,router_seconds,level3_seconds,total_compile_seconds,swaps_before_level3,state_error,total_variation,ideal_cut,compiled_ideal_cut,noise_simulated,shots,noisy_cut,noisy_minus_ideal,simulator_seconds,final_positions
balanced,very_sparse15,80004,20340928,0.15,qaoa_p1,1,stock_level3,47,stock_qiskit,stock Qiskit Level 3 baseline,63,63,63,36,14.656000000000006,0.0,0.009367099992232397,0.009831200004555285,0,4.14613098874501e-15,3.944863791163163e-15,10.820594215746032,10.820594215746121,False,0,nan,nan,0.0,"[5, 3, 15, 12, 14, 11, 13, 10, 0, 9, 2, 8, 6, 7, 1, 4]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p1,1,hybrid_level3,47,qiskit_fallback,density 0.150 is below the V4 window,63,63,63,36,14.656000000000006,0.0,0.008990000002086163,0.009772400007932447,0,4.14613098874501e-15,3.944863791163163e-15,10.820594215746032,10.820594215746121,False,0,nan,nan,0.0,"[5, 3, 15, 12, 14, 11, 13, 10, 0, 9, 2, 8, 6, 7, 1, 4]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p2,2,stock_level3,11,stock_qiskit,stock Qiskit Level 3 baseline,132,132,113,60,23.608888888888895,0.0,0.012766899992129765,0.013468300006934442,0,6.195972673490907e-15,5.389517452838391e-15,10.282459702715022,10.28245970271513,False,0,nan,nan,0.0,"[9, 15, 12, 6, 14, 8, 13, 7, 10, 11, 4, 5, 0, 1, 3, 2]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p2,2,hybrid_level3,11,qiskit_fallback,density 0.150 is below the V4 window,132,132,113,60,23.608888888888895,0.0,0.012974800003576092,0.01428110001143068,0,6.195972673490907e-15,5.389517452838391e-15,10.282459702715022,10.28245970271513,False,0,nan,nan,0.0,"[9, 15, 12, 6, 14, 8, 13, 7, 10, 11, 4, 5, 0, 1, 3, 2]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p2,2,stock_level3,29,stock_qiskit,stock Qiskit Level 3 baseline,139,139,114,60,24.14933333333334,0.0,0.012084699992556125,0.012817099996027537,0,7.130888662632277e-15,6.3966846384669786e-15,10.282459702715022,10.282459702715151,False,0,nan,nan,0.0,"[0, 6, 15, 12, 7, 1, 10, 14, 13, 4, 11, 2, 9, 8, 3, 5]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p2,2,hybrid_level3,29,qiskit_fallback,density 0.150 is below the V4 window,139,139,114,60,24.14933333333334,0.0,0.012166000000433996,0.01338420000683982,0,7.130888662632277e-15,6.3966846384669786e-15,10.282459702715022,10.282459702715151,False,0,nan,nan,0.0,"[0, 6, 15, 12, 7, 1, 10, 14, 13, 4, 11, 2, 9, 8, 3, 5]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p2,2,stock_level3,47,stock_qiskit,stock Qiskit Level 3 baseline,138,138,135,69,26.38933333333334,0.0,0.01240979999420233,0.01312990000587888,0,7.596966664982452e-15,7.260419802203376e-15,10.282459702715022,10.28245970271517,False,0,nan,nan,0.0,"[5, 9, 12, 0, 8, 14, 15, 2, 3, 11, 1, 13, 6, 4, 7, 10]"
balanced,very_sparse15,80004,20340928,0.15,qaoa_p2,2,hybrid_level3,47,qiskit_fallback,density 0.150 is below the V4 window,138,138,135,69,26.38933333333334,0.0,0.011887300002854317,0.013084399994113483,0,7.596966664982452e-15,7.260419802203376e-15,10.282459702715022,10.28245970271517,False,0,nan,nan,0.0,"[5, 9, 12, 0, 8, 14, 15, 2, 3, 11, 1, 13, 6, 4, 7, 10]"
balanced,very_sparse15,80005,20340929,0.15,qaoa_p1,1,stock_level3,11,stock_qiskit,stock Qiskit Level 3 baseline,67,67,95,48,17.87733333333334,0.0,0.009493599995039403,0.010013799997977912,0,5.2465068291499455e-15,5.0442038089184736e-15,6.6707289648023815,6.67072896480245,False,0,nan,nan,0.0,"[15, 13, 12, 5, 8, 2, 11, 9, 0, 1, 10, 14, 7, 6, 3, 4]"
balanced,very_sparse15,80005,20340929,0.15,qaoa_p1,1,hybrid_level3,11,qiskit_fallback,density 0.150 is below the V4 window,67,67,95,48,17.87733333333334,0.0,0.009524799999780953,0.010337100000469945,0,5.2465068291499455e-15,5.0442038089184736e-15,6.6707289648023815,6.67072896480245,False,0,nan,nan,0.0,"[15, 13, 12, 5, 8, 2, 11, 9, 0, 1, 10, 14, 7, 6, 3, 4]"
